"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Dec-2024","EQ","2,778.45","2,868.00","2,737.95","2,775.45","2,862.00","2,854.60","2,802.41","3,743.00","2,300.00","13,08,765","3,66,76,99,078.60","75,990"
"30-Dec-2024","EQ","2,800.00","2,853.90","2,758.80","2,790.40","2,782.00","2,775.45","2,804.59","3,743.00","2,300.00","10,58,039","2,96,73,66,669.90","70,585"
"27-Dec-2024","EQ","2,827.00","2,850.00","2,781.30","2,823.15","2,800.00","2,790.40","2,811.76","3,743.00","2,300.00","7,84,366","2,20,54,50,264.00","51,535"
"26-Dec-2024","EQ","2,887.10","2,900.00","2,811.00","2,868.70","2,818.00","2,823.15","2,842.64","3,743.00","2,300.00","10,91,798","3,10,35,93,602.50","73,507"
"24-Dec-2024","EQ","2,958.70","3,030.00","2,858.75","2,932.45","2,868.00","2,868.70","2,934.35","3,743.00","2,300.00","19,21,221","5,63,75,26,617.05","1,32,501"
"23-Dec-2024","EQ","2,922.00","2,968.00","2,830.45","2,879.35","2,948.30","2,932.45","2,908.18","3,743.00","2,300.00","20,82,511","6,05,63,16,304.25","1,22,053"
"20-Dec-2024","EQ","3,073.55","3,085.95","2,865.00","3,039.10","2,871.00","2,879.35","2,958.79","3,743.00","2,300.00","21,06,023","6,23,12,82,137.65","1,37,139"
"19-Dec-2024","EQ","2,950.00","3,108.00","2,941.05","3,042.15","3,041.30","3,039.10","3,048.82","3,743.00","2,300.00","23,75,391","7,24,21,47,803.65","1,24,727"
"18-Dec-2024","EQ","3,111.00","3,145.00","3,017.60","3,101.00","3,042.00","3,042.15","3,065.05","3,743.00","2,300.00","20,29,095","6,21,92,80,589.30","1,11,757"
"17-Dec-2024","EQ","3,133.10","3,245.50","3,081.00","3,133.15","3,095.00","3,101.00","3,175.72","3,743.00","2,300.00","32,20,058","10,22,60,03,614.55","1,68,388"
"16-Dec-2024","EQ","3,225.00","3,257.55","3,111.15","3,217.05","3,121.00","3,133.15","3,174.89","3,743.00","2,300.00","20,66,749","6,56,17,04,805.70","1,19,768"
"13-Dec-2024","EQ","3,270.00","3,279.90","3,162.00","3,292.25","3,211.50","3,217.05","3,219.07","3,743.00","2,300.00","32,92,067","10,59,73,89,165.85","1,66,447"
"12-Dec-2024","EQ","3,235.00","3,445.45","3,210.05","3,174.70","3,295.05","3,292.25","3,323.87","3,743.00","2,300.00","89,48,458","29,74,35,12,369.95","4,31,607"
"11-Dec-2024","EQ","3,143.00","3,231.00","3,134.65","3,134.65","3,169.00","3,174.70","3,184.16","3,743.00","2,300.00","25,44,371","8,10,16,84,284.35","1,26,662"
"10-Dec-2024","EQ","3,020.00","3,185.00","3,020.00","2,971.30","3,140.00","3,134.65","3,124.14","3,743.00","2,300.00","52,05,256","16,26,19,68,816.55","2,63,850"
"09-Dec-2024","EQ","2,918.40","2,992.00","2,902.00","2,903.10","2,972.00","2,971.30","2,947.68","3,743.00","2,300.00","28,43,345","8,38,12,71,059.10","1,35,997"
"06-Dec-2024","EQ","2,888.80","2,975.00","2,852.00","2,839.35","2,891.00","2,903.10","2,918.41","3,743.00","2,300.00","37,09,349","10,82,54,00,000.10","1,87,642"
"05-Dec-2024","EQ","2,732.35","2,949.00","2,715.00","2,722.15","2,848.40","2,839.35","2,846.95","3,743.00","2,300.00","45,28,208","12,89,15,75,732.55","1,91,545"
"04-Dec-2024","EQ","2,702.00","2,764.30","2,695.00","2,696.95","2,716.00","2,722.15","2,723.51","3,743.00","2,300.00","12,11,550","3,29,96,74,335.80","56,823"
"03-Dec-2024","EQ","2,755.00","2,765.10","2,690.00","2,740.30","2,692.00","2,696.95","2,715.75","3,743.00","2,300.00","12,57,966","3,41,63,15,955.40","65,874"
"02-Dec-2024","EQ","2,695.00","2,797.00","2,675.05","2,667.75","2,735.75","2,740.30","2,734.90","3,743.00","2,300.00","28,98,505","7,92,71,29,401.80","1,26,161"
"29-Nov-2024","EQ","2,641.60","2,692.00","2,585.00","2,633.85","2,692.00","2,667.75","2,633.74","3,743.00","2,300.00","12,99,617","3,42,28,56,757.25","69,914"
"28-Nov-2024","EQ","2,643.85","2,686.35","2,605.35","2,607.75","2,630.30","2,633.85","2,640.00","3,743.00","2,300.00","19,88,167","5,24,87,67,066.10","1,17,631"
"27-Nov-2024","EQ","2,544.20","2,678.00","2,534.50","2,525.85","2,602.00","2,607.75","2,613.45","3,743.00","2,300.00","28,87,896","7,54,73,59,110.15","1,55,455"
"26-Nov-2024","EQ","2,612.05","2,622.30","2,512.00","2,596.60","2,523.90","2,525.85","2,552.05","3,743.00","2,300.00","25,58,847","6,53,02,99,129.20","1,26,599"
"25-Nov-2024","EQ","2,789.95","2,789.95","2,565.00","2,705.20","2,590.00","2,596.60","2,615.27","3,743.00","2,300.00","30,59,199","8,00,06,35,959.55","1,73,271"
"22-Nov-2024","EQ","2,738.00","2,805.00","2,672.00","2,721.45","2,702.00","2,705.20","2,725.91","3,743.00","2,300.00","15,88,761","4,33,08,24,829.35","1,03,424"
"21-Nov-2024","EQ","2,883.00","2,915.00","2,690.00","2,901.80","2,730.00","2,721.45","2,799.13","3,743.00","2,300.00","22,82,806","6,38,98,70,946.10","1,57,348"
"19-Nov-2024","EQ","2,950.00","3,044.00","2,880.00","3,114.45","2,883.00","2,901.80","2,970.14","3,743.00","2,300.00","33,39,933","9,92,00,60,979.95","1,95,909"
"18-Nov-2024","EQ","2,950.00","3,186.00","2,893.30","2,917.45","3,106.00","3,114.45","3,072.85","3,743.00","2,300.00","36,96,718","11,35,94,70,633.30","2,23,007"
"14-Nov-2024","EQ","2,900.00","2,968.00","2,872.00","2,875.75","2,915.95","2,917.45","2,923.62","3,743.00","2,300.00","14,28,158","4,17,53,84,497.20","96,107"
"13-Nov-2024","EQ","2,905.10","2,970.00","2,784.00","2,870.00","2,899.00","2,875.75","2,873.37","3,743.00","2,300.00","21,24,099","6,10,33,30,949.60","1,32,366"
"12-Nov-2024","EQ","2,821.00","3,014.00","2,762.25","2,822.80","2,859.70","2,870.00","2,908.68","3,743.00","2,300.00","39,34,523","11,44,42,74,720.10","2,29,523"
"11-Nov-2024","EQ","3,071.00","3,122.00","2,820.35","3,133.70","2,820.35","2,822.80","2,933.06","3,743.00","2,300.00","47,11,657","13,81,95,71,828.35","2,65,431"
"08-Nov-2024","EQ","3,304.95","3,414.00","3,056.75","3,348.65","3,110.00","3,133.70","3,215.48","3,743.00","2,300.00","48,85,739","15,70,99,77,597.35","2,93,774"
"07-Nov-2024","EQ","3,574.00","3,619.80","3,300.00","3,636.60","3,346.00","3,348.65","3,421.25","3,743.00","2,300.00","58,31,790","19,95,20,03,560.40","3,46,385"
"06-Nov-2024","EQ","3,435.00","3,743.00","3,425.00","3,472.70","3,632.10","3,636.60","3,617.15","3,743.00","2,300.00","94,95,315","34,34,59,70,024.60","4,97,511"
"05-Nov-2024","EQ","2,980.00","3,568.80","2,931.30","2,990.60","3,437.00","3,472.70","3,238.65","3,568.80","2,300.00","1,41,95,138","45,97,31,02,932.75","7,06,071"
"04-Nov-2024","EQ","2,909.65","3,016.00","2,712.00","2,890.10","2,991.10","2,990.60","2,890.19","3,016.00","2,300.00","1,26,83,686","36,65,82,48,540.70","4,86,100"
"01-Nov-2024","EQ","2,780.00","2,910.00","2,776.55","2,722.10","2,895.00","2,890.10","2,867.96","2,910.00","2,300.00","53,82,498","15,43,67,89,348.90","1,80,637"
"31-Oct-2024","EQ","2,453.00","2,758.70","2,441.70","2,441.65","2,749.95","2,722.10","2,637.51","2,758.70","2,300.00","1,23,59,372","32,59,79,46,097.00","4,79,211"
"30-Oct-2024","EQ","2,391.10","2,450.00","2,370.15","2,380.20","2,442.35","2,441.65","2,420.23","2,624.40","2,300.00","28,49,157","6,89,56,17,927.55","1,60,343"
"29-Oct-2024","EQ","2,375.10","2,497.00","2,352.05","2,338.90","2,378.65","2,380.20","2,433.59","2,624.40","2,300.00","79,37,427","19,31,64,60,706.95","4,04,140"
"28-Oct-2024","EQ","2,500.00","2,624.40","2,300.00","1,503.00","2,345.00","2,338.90","2,413.49","2,624.40","2,300.00","2,15,35,158","51,97,48,79,768.50","11,22,880"
